Prev_Sector,Sector,Moved_Cells,Timestep
2.0,2,1030,11790
3.0,3,1006,11790
0.0,0,1440,11800
1.0,1,1524,11800
2.0,2,1030,11800
3.0,3,1006,11800
0.0,0,1440,11810
1.0,1,1524,11810
2.0,2,1030,11810
3.0,3,1006,11810
0.0,0,1440,11820
1.0,1,1524,11820
2.0,2,1030,11820
3.0,3,1006,11820
0.0,0,1440,11830
1.0,1,1524,11830
2.0,1,1,11830
2.0,2,1029,11830
3.0,3,1006,11830
0.0,0,1440,11840
1.0,1,1525,11840
2.0,2,1029,11840
3.0,0,1,11840
3.0,3,1005,11840
0.0,0,1441,11850
1.0,1,1525,11850
2.0,2,1029,11850
3.0,3,1005,11850
0.0,0,1441,11860
1.0,1,1525,11860
2.0,2,1029,11860
3.0,3,1005,11860
0.0,0,1441,11870
1.0,1,1525,11870
2.0,2,1029,11870
3.0,3,1005,11870
0.0,0,1441,11880
1.0,1,1525,11880
2.0,2,1029,11880
3.0,3,1005,11880
0.0,0,1441,11890
1.0,1,1525,11890
2.0,2,1029,11890
3.0,3,1005,11890
0.0,0,1441,11900
1.0,1,1525,11900
2.0,2,1029,11900
3.0,3,1005,11900
0.0,0,1441,11910
1.0,1,1525,11910
2.0,2,1029,11910
3.0,3,1005,11910
0.0,0,1441,11920
1.0,1,1525,11920
2.0,2,1029,11920
3.0,3,1005,11920
0.0,0,1441,11930
1.0,1,1525,11930
2.0,2,1029,11930
3.0,3,1005,11930
0.0,0,1441,11940
1.0,1,1525,11940
2.0,2,1029,11940
3.0,3,1005,11940
0.0,0,1441,11950
1.0,1,1525,11950
2.0,2,1029,11950
3.0,3,1005,11950
0.0,0,1441,11960
1.0,1,1525,11960
2.0,2,1029,11960
3.0,3,1005,11960
0.0,0,1441,11970
1.0,1,1525,11970
2.0,2,1029,11970
3.0,3,1005,11970
0.0,0,1441,11980
1.0,1,1525,11980
2.0,2,1029,11980
3.0,3,1005,11980
0.0,0,1440,11990
0.0,2,1,11990
1.0,1,1525,11990
2.0,0,1,11990
2.0,2,1028,11990
3.0,3,1005,11990
0.0,0,1441,12000
1.0,1,1525,12000
2.0,2,1029,12000
3.0,1,1,12000
3.0,3,1004,12000
0.0,0,1441,12010
1.0,1,1526,12010
2.0,0,1,12010
2.0,2,1028,12010
3.0,0,1,12010
3.0,3,1003,12010
0.0,0,1443,12020
1.0,1,1526,12020
2.0,2,1028,12020
3.0,1,1,12020
3.0,3,1002,12020
0.0,0,1442,12030
0.0,2,1,12030
1.0,1,1526,12030
1.0,2,1,12030
2.0,2,1028,12030
3.0,0,1,12030
3.0,3,1001,12030
0.0,0,1442,12040
0.0,3,1,12040
1.0,1,1526,12040
2.0,2,1030,12040
3.0,3,1001,12040
0.0,0,1442,12050
1.0,1,1526,12050
2.0,2,1030,12050
3.0,3,1002,12050
0.0,0,1441,12060
0.0,3,1,12060
1.0,1,1525,12060
1.0,3,1,12060
2.0,2,1030,12060
3.0,3,1002,12060
0.0,0,1441,12070
1.0,1,1525,12070
2.0,2,1030,12070
3.0,3,1004,12070
0.0,0,1441,12080
1.0,1,1525,12080
2.0,2,1030,12080
3.0,1,1,12080
3.0,3,1003,12080
0.0,0,1441,12090
1.0,1,1526,12090
2.0,2,1030,12090
3.0,3,1003,12090
0.0,0,1441,12100
1.0,1,1526,12100
2.0,2,1030,12100
3.0,0,1,12100
3.0,3,1002,12100
0.0,0,1442,12110
1.0,1,1526,12110
2.0,0,1,12110
2.0,2,1029,12110
3.0,3,1002,12110
0.0,0,1443,12120
1.0,1,1526,12120
2.0,2,1029,12120
3.0,3,1002,12120
0.0,0,1442,12130
0.0,2,1,12130
1.0,1,1526,12130
2.0,2,1029,12130
3.0,3,1002,12130
0.0,0,1442,12140
1.0,1,1526,12140
2.0,0,1,12140
2.0,2,1029,12140
3.0,3,1002,12140
0.0,0,1443,12150
1.0,1,1526,12150
2.0,2,1029,12150
3.0,3,1002,12150
0.0,0,1442,12160
0.0,2,1,12160
1.0,1,1526,12160
2.0,2,1029,12160
3.0,3,1002,12160
0.0,0,1442,12170
1.0,1,1526,12170
2.0,0,1,12170
2.0,2,1029,12170
3.0,3,1002,12170
0.0,0,1443,12180
1.0,1,1526,12180
2.0,2,1029,12180
3.0,3,1002,12180
0.0,0,1443,12190
1.0,1,1526,12190
2.0,2,1029,12190
3.0,3,1002,12190
0.0,0,1443,12200
1.0,1,1526,12200
2.0,2,1029,12200
3.0,3,1002,12200
0.0,0,1443,12210
1.0,1,1526,12210
2.0,2,1029,12210
3.0,3,1002,12210
0.0,0,1442,12220
0.0,3,1,12220
1.0,1,1525,12220
1.0,3,1,12220
2.0,2,1029,12220
3.0,3,1002,12220
0.0,0,1441,12230
0.0,2,1,12230
1.0,1,1525,12230
2.0,2,1029,12230
3.0,3,1004,12230
0.0,0,1441,12240
1.0,1,1525,12240
2.0,2,1030,12240
3.0,3,1004,12240
0.0,0,1441,12250
1.0,1,1525,12250
2.0,1,2,12250
2.0,2,1028,12250
3.0,3,1004,12250
0.0,0,1442,12260
1.0,1,1527,12260
2.0,2,1028,12260
3.0,0,1,12260
3.0,3,1003,12260
0.0,0,1442,12270
1.0,1,1526,12270
1.0,2,1,12270
2.0,2,1028,12270
3.0,3,1003,12270
0.0,0,1442,12280
1.0,1,1526,12280
2.0,0,1,12280
2.0,2,1028,12280
3.0,3,1003,12280
0.0,0,1443,12290
1.0,1,1526,12290
2.0,2,1028,12290
3.0,3,1003,12290
0.0,0,1443,12300
1.0,1,1526,12300
2.0,2,1028,12300
3.0,3,1003,12300
0.0,0,1442,12310
0.0,2,1,12310
1.0,1,1526,12310
2.0,1,1,12310
2.0,2,1027,12310
3.0,3,1003,12310
0.0,0,1442,12320
1.0,1,1527,12320
2.0,2,1028,12320
3.0,3,1003,12320
0.0,0,1442,12330
1.0,1,1527,12330
2.0,2,1028,12330
3.0,3,1003,12330
0.0,0,1441,12340
0.0,3,1,12340
1.0,1,1526,12340
1.0,2,1,12340
2.0,2,1028,12340
3.0,3,1003,12340
0.0,0,1440,12350
0.0,2,1,12350
1.0,1,1526,12350
2.0,2,1029,12350
3.0,3,1004,12350
0.0,0,1440,12360
1.0,1,1526,12360
2.0,2,1030,12360
3.0,3,1004,12360
0.0,0,1440,12370
1.0,1,1526,12370
2.0,2,1030,12370
3.0,3,1004,12370
0.0,0,1440,12380
1.0,1,1526,12380
2.0,2,1030,12380
3.0,3,1004,12380
0.0,0,1440,12390
1.0,1,1526,12390
2.0,2,1030,12390
3.0,3,1004,12390
0.0,0,1440,12400
1.0,1,1526,12400
2.0,2,1030,12400
3.0,3,1004,12400
0.0,0,1440,12410
1.0,1,1526,12410
2.0,0,1,12410
2.0,2,1029,12410
3.0,3,1004,12410
0.0,0,1441,12420
1.0,1,1526,12420
2.0,2,1029,12420
3.0,3,1004,12420
0.0,0,1441,12430
1.0,1,1526,12430
2.0,2,1029,12430
3.0,3,1004,12430
0.0,0,1441,12440
1.0,1,1526,12440
2.0,2,1029,12440
3.0,3,1004,12440
0.0,0,1441,12450
1.0,1,1526,12450
2.0,2,1029,12450
3.0,3,1004,12450
0.0,0,1441,12460
1.0,1,1526,12460
2.0,2,1029,12460
3.0,3,1004,12460
0.0,0,1441,12470
1.0,1,1526,12470
2.0,2,1029,12470
3.0,3,1004,12470
0.0,0,1441,12480
1.0,1,1526,12480
2.0,0,1,12480
2.0,2,1028,12480
3.0,3,1004,12480
0.0,0,1441,12490
0.0,2,1,12490
1.0,1,1526,12490
2.0,2,1028,12490
3.0,3,1004,12490
0.0,0,1441,12500
1.0,1,1526,12500
2.0,2,1029,12500
3.0,3,1004,12500
0.0,0,1441,12510
1.0,1,1526,12510
2.0,1,1,12510
2.0,2,1028,12510
3.0,3,1004,12510
0.0,0,1441,12520
1.0,1,1527,12520
2.0,2,1028,12520
3.0,3,1004,12520
0.0,0,1440,12530
0.0,2,1,12530
1.0,1,1527,12530
2.0,2,1028,12530
3.0,3,1004,12530
0.0,0,1440,12540
1.0,1,1527,12540
2.0,2,1029,12540
3.0,3,1004,12540
0.0,0,1440,12550
1.0,1,1527,12550
2.0,2,1029,12550
3.0,3,1004,12550
0.0,0,1440,12560
1.0,1,1527,12560
2.0,0,1,12560
2.0,2,1028,12560
3.0,3,1004,12560
0.0,0,1441,12570
1.0,1,1526,12570
1.0,2,1,12570
2.0,2,1028,12570
3.0,3,1004,12570
0.0,0,1441,12580
1.0,1,1526,12580
2.0,0,1,12580
2.0,2,1028,12580
3.0,3,1004,12580
0.0,0,1442,12590
1.0,1,1526,12590
2.0,1,1,12590
2.0,2,1027,12590
3.0,3,1004,12590
0.0,0,1442,12600
1.0,1,1527,12600
2.0,2,1027,12600
3.0,3,1004,12600
0.0,0,1441,12610
0.0,3,1,12610
1.0,1,1527,12610
2.0,2,1027,12610
3.0,0,1,12610
3.0,3,1003,12610
0.0,0,1442,12620
1.0,1,1527,12620
2.0,2,1027,12620
3.0,3,1004,12620
0.0,0,1441,12630
0.0,3,1,12630
1.0,1,1527,12630
2.0,2,1027,12630
3.0,3,1004,12630
0.0,0,1440,12640
0.0,2,1,12640
1.0,1,1527,12640
2.0,2,1027,12640
3.0,0,1,12640
3.0,3,1004,12640
0.0,0,1441,12650
1.0,1,1527,12650
2.0,2,1028,12650
3.0,3,1004,12650
0.0,0,1441,12660
1.0,1,1527,12660
2.0,2,1028,12660
3.0,3,1004,12660
0.0,0,1441,12670
1.0,1,1527,12670
2.0,0,1,12670
2.0,2,1027,12670
3.0,3,1004,12670
0.0,0,1441,12680
0.0,2,1,12680
1.0,1,1527,12680
2.0,2,1027,12680
3.0,3,1004,12680
0.0,0,1441,12690
1.0,1,1527,12690
2.0,2,1028,12690
3.0,0,1,12690
3.0,3,1003,12690
0.0,0,1442,12700
1.0,1,1527,12700
2.0,2,1028,12700
3.0,3,1003,12700
0.0,0,1442,12710
1.0,1,1527,12710
2.0,2,1028,12710
3.0,3,1003,12710
0.0,0,1442,12720
1.0,1,1527,12720
2.0,2,1028,12720
3.0,3,1003,12720
0.0,0,1442,12730
1.0,1,1527,12730
2.0,0,1,12730
2.0,2,1027,12730
3.0,3,1003,12730
0.0,0,1443,12740
1.0,1,1527,12740
2.0,2,1027,12740
3.0,3,1003,12740
0.0,0,1442,12750
0.0,2,1,12750
1.0,1,1527,12750
2.0,2,1027,12750
3.0,3,1003,12750
0.0,0,1442,12760
1.0,1,1527,12760
2.0,2,1028,12760
3.0,3,1003,12760
0.0,0,1442,12770
1.0,1,1527,12770
2.0,2,1028,12770
3.0,0,2,12770
3.0,3,1001,12770
0.0,0,1443,12780
0.0,3,1,12780
1.0,1,1527,12780
2.0,2,1028,12780
3.0,3,1001,12780
0.0,0,1443,12790
1.0,1,1527,12790
2.0,2,1028,12790
3.0,1,1,12790
3.0,3,1001,12790
0.0,0,1443,12800
1.0,1,1528,12800
2.0,2,1028,12800
3.0,3,1001,12800
0.0,0,1443,12810
1.0,1,1528,12810
2.0,2,1028,12810
3.0,3,1001,12810
0.0,0,1443,12820
1.0,1,1527,12820
1.0,3,1,12820
2.0,2,1028,12820
3.0,3,1001,12820
0.0,0,1443,12830
1.0,1,1526,12830
1.0,2,1,12830
2.0,2,1028,12830
3.0,3,1002,12830
0.0,0,1443,12840
1.0,1,1525,12840
1.0,2,1,12840
2.0,2,1029,12840
3.0,3,1002,12840
0.0,0,1442,12850
0.0,3,1,12850
1.0,1,1525,12850
2.0,2,1030,12850
3.0,3,1002,12850
0.0,0,1441,12860
0.0,3,1,12860
1.0,1,1525,12860
2.0,2,1030,12860
3.0,3,1003,12860
0.0,0,1441,12870
1.0,1,1525,12870
2.0,2,1030,12870
3.0,3,1004,12870
0.0,0,1441,12880
1.0,1,1525,12880
2.0,2,1030,12880
3.0,3,1004,12880
0.0,0,1441,12890
1.0,1,1525,12890
2.0,2,1030,12890
3.0,3,1004,12890
0.0,0,1441,12900
1.0,1,1525,12900
2.0,2,1030,12900
3.0,3,1004,12900
0.0,0,1441,12910
1.0,1,1525,12910
2.0,2,1030,12910
3.0,3,1004,12910
0.0,0,1441,12920
1.0,1,1525,12920
2.0,2,1030,12920
3.0,3,1004,12920
0.0,0,1441,12930
1.0,1,1525,12930
2.0,2,1030,12930
3.0,3,1004,12930
0.0,0,1441,12940
1.0,1,1525,12940
2.0,2,1030,12940
3.0,3,1004,12940
0.0,0,1441,12950
1.0,1,1525,12950
2.0,2,1030,12950
3.0,3,1004,12950
0.0,0,1440,12960
0.0,3,1,12960
1.0,1,1525,12960
2.0,2,1030,12960
3.0,3,1004,12960
0.0,0,1440,12970
1.0,1,1525,12970
2.0,2,1030,12970
3.0,3,1005,12970
0.0,0,1440,12980
1.0,1,1525,12980
2.0,2,1030,12980
3.0,3,1005,12980
0.0,0,1440,12990
1.0,1,1525,12990
2.0,2,1030,12990
3.0,3,1005,12990
0.0,0,1440,13000
1.0,1,1525,13000
2.0,2,1030,13000
3.0,3,1005,13000
0.0,0,1440,13010
1.0,1,1525,13010
2.0,0,1,13010
2.0,2,1029,13010
3.0,3,1005,13010
0.0,0,1441,13020
1.0,1,1525,13020
2.0,2,1029,13020
3.0,3,1005,13020
0.0,0,1441,13030
1.0,1,1525,13030
2.0,2,1029,13030
3.0,0,1,13030
3.0,3,1004,13030
0.0,0,1442,13040
1.0,1,1525,13040
2.0,2,1029,13040
3.0,3,1004,13040
0.0,0,1442,13050
1.0,1,1525,13050
2.0,0,1,13050
2.0,2,1028,13050
3.0,3,1004,13050
0.0,0,1443,13060
1.0,1,1525,13060
2.0,2,1028,13060
3.0,3,1004,13060
0.0,0,1443,13070
1.0,1,1525,13070
2.0,2,1028,13070
3.0,3,1004,13070
0.0,0,1443,13080
1.0,1,1525,13080
2.0,2,1028,13080
3.0,3,1004,13080
0.0,0,1443,13090
1.0,1,1525,13090
2.0,2,1028,13090
3.0,3,1004,13090
0.0,0,1442,13100
0.0,2,1,13100
1.0,1,1525,13100
2.0,2,1028,13100
3.0,3,1004,13100
0.0,0,1442,13110
1.0,1,1525,13110
2.0,2,1029,13110
3.0,3,1004,13110
0.0,0,1442,13120
1.0,1,1525,13120
2.0,2,1029,13120
3.0,3,1004,13120
0.0,0,1442,13130
1.0,1,1525,13130
2.0,2,1029,13130
3.0,3,1004,13130
0.0,0,1442,13140
1.0,1,1525,13140
2.0,0,1,13140
2.0,2,1028,13140
3.0,3,1004,13140
0.0,0,1443,13150
1.0,1,1525,13150
2.0,2,1028,13150
3.0,3,1004,13150
0.0,0,1442,13160
0.0,3,1,13160
1.0,1,1525,13160
2.0,2,1028,13160
3.0,3,1004,13160
0.0,0,1441,13170
0.0,2,1,13170
1.0,1,1525,13170
2.0,2,1028,13170
3.0,3,1005,13170
0.0,0,1441,13180
1.0,1,1525,13180
2.0,2,1029,13180
3.0,3,1005,13180
0.0,0,1441,13190
1.0,1,1525,13190
2.0,2,1029,13190
3.0,3,1005,13190
0.0,0,1441,13200
1.0,1,1525,13200
2.0,2,1029,13200
3.0,3,1005,13200
0.0,0,1441,13210
1.0,1,1525,13210
2.0,1,1,13210
2.0,2,1028,13210
3.0,3,1005,13210
0.0,0,1440,13220
0.0,2,1,13220
1.0,1,1526,13220
2.0,2,1028,13220
3.0,3,1005,13220
0.0,0,1440,13230
1.0,1,1526,13230
2.0,0,1,13230
2.0,2,1028,13230
3.0,3,1005,13230
0.0,0,1441,13240
1.0,1,1526,13240
2.0,2,1028,13240
3.0,3,1005,13240
0.0,0,1441,13250
1.0,1,1526,13250
2.0,2,1028,13250
3.0,3,1005,13250
0.0,0,1441,13260
1.0,1,1526,13260
2.0,2,1028,13260
3.0,3,1005,13260
0.0,0,1441,13270
1.0,1,1526,13270
2.0,2,1028,13270
3.0,3,1005,13270
0.0,0,1439,13280
0.0,2,2,13280
1.0,1,1526,13280
2.0,0,1,13280
2.0,2,1027,13280
3.0,3,1005,13280
0.0,0,1439,13290
0.0,2,1,13290
1.0,1,1526,13290
2.0,0,1,13290
2.0,2,1028,13290
3.0,3,1005,13290
0.0,0,1440,13300
1.0,1,1526,13300
2.0,2,1029,13300
3.0,3,1005,13300
0.0,0,1440,13310
1.0,1,1526,13310
2.0,2,1029,13310
3.0,3,1005,13310
0.0,0,1440,13320
1.0,1,1526,13320
2.0,2,1029,13320
3.0,3,1005,13320
0.0,0,1440,13330
1.0,1,1526,13330
2.0,2,1029,13330
3.0,3,1005,13330
0.0,0,1440,13340
1.0,1,1526,13340
2.0,2,1029,13340
3.0,3,1005,13340
0.0,0,1440,13350
1.0,1,1526,13350
2.0,2,1029,13350
3.0,3,1005,13350
0.0,0,1440,13360
1.0,1,1526,13360
2.0,2,1029,13360
3.0,3,1005,13360
0.0,0,1440,13370
1.0,1,1526,13370
2.0,2,1029,13370
3.0,3,1005,13370
0.0,0,1440,13380
1.0,1,1526,13380
2.0,2,1029,13380
3.0,0,1,13380
3.0,3,1004,13380
0.0,0,1441,13390
1.0,1,1526,13390
2.0,0,1,13390
2.0,2,1028,13390
3.0,3,1004,13390
0.0,0,1441,13400
0.0,2,1,13400
1.0,1,1526,13400
2.0,2,1028,13400
3.0,3,1004,13400
0.0,0,1441,13410
1.0,1,1526,13410
2.0,2,1029,13410
3.0,3,1004,13410
0.0,0,1441,13420
1.0,1,1526,13420
2.0,2,1029,13420
3.0,3,1004,13420
0.0,0,1441,13430
1.0,1,1526,13430
2.0,0,2,13430
2.0,2,1027,13430
3.0,3,1004,13430
0.0,0,1443,13440
1.0,1,1526,13440
2.0,2,1027,13440
3.0,0,1,13440
3.0,3,1003,13440
0.0,0,1443,13450
0.0,3,1,13450
1.0,1,1526,13450
2.0,2,1027,13450
3.0,3,1003,13450
0.0,0,1442,13460
0.0,2,1,13460
1.0,1,1526,13460
2.0,2,1027,13460
3.0,3,1004,13460
0.0,0,1443,13470
1.0,1,1526,13470
2.0,2,1028,13470
3.0,3,1004,13470
0.0,0,1442,13480
1.0,1,1526,13480
2.0,2,1028,13480
3.0,3,1004,13480
0.0,0,1442,13490
1.0,1,1526,13490
2.0,2,1028,13490
3.0,3,1004,13490
0.0,0,1442,13500
1.0,1,1526,13500
2.0,0,1,13500
2.0,2,1027,13500
3.0,3,1004,13500
0.0,0,1442,13510
0.0,2,1,13510
1.0,1,1526,13510
2.0,2,1027,13510
3.0,3,1004,13510
0.0,0,1442,13520
1.0,1,1526,13520
2.0,2,1028,13520
3.0,3,1004,13520
0.0,0,1441,13530
0.0,2,1,13530
1.0,1,1526,13530
2.0,2,1028,13530
3.0,3,1004,13530
0.0,0,1441,13540
1.0,1,1526,13540
2.0,2,1029,13540
3.0,3,1004,13540
0.0,0,1441,13550
1.0,1,1526,13550
2.0,2,1029,13550
3.0,3,1004,13550
0.0,0,1441,13560
1.0,1,1526,13560
2.0,0,1,13560
2.0,2,1028,13560
3.0,3,1004,13560
0.0,0,1442,13570
1.0,1,1526,13570
2.0,2,1028,13570
3.0,3,1004,13570
0.0,0,1442,13580
1.0,1,1526,13580
2.0,2,1028,13580
3.0,3,1004,13580
0.0,0,1440,13590
0.0,2,2,13590
1.0,1,1526,13590
2.0,0,1,13590
2.0,2,1027,13590
3.0,0,1,13590
3.0,3,1003,13590
0.0,0,1442,13600
1.0,1,1525,13600
1.0,2,1,13600
2.0,2,1029,13600
3.0,3,1003,13600
0.0,0,1442,13610
1.0,1,1525,13610
2.0,0,1,13610
2.0,2,1029,13610
3.0,3,1003,13610
0.0,0,1443,13620
1.0,1,1525,13620
2.0,2,1029,13620
3.0,3,1003,13620
0.0,0,1443,13630
1.0,1,1525,13630
2.0,2,1029,13630
3.0,3,1003,13630
0.0,0,1443,13640
1.0,1,1525,13640
2.0,0,1,13640
2.0,2,1028,13640
3.0,3,1003,13640
0.0,0,1443,13650
0.0,3,1,13650
1.0,1,1525,13650
2.0,2,1028,13650
3.0,3,1003,13650
0.0,0,1443,13660
1.0,1,1525,13660
2.0,2,1028,13660
3.0,3,1004,13660
0.0,0,1443,13670
1.0,1,1525,13670
2.0,2,1028,13670
3.0,3,1004,13670
0.0,0,1443,13680
1.0,1,1525,13680
2.0,2,1028,13680
3.0,1,1,13680
3.0,3,1003,13680
0.0,0,1443,13690
1.0,1,1526,13690
2.0,2,1028,13690
3.0,3,1003,13690
0.0,0,1443,13700
1.0,1,1526,13700
2.0,2,1028,13700
3.0,3,1003,13700
0.0,0,1443,13710
1.0,1,1526,13710
2.0,2,1028,13710
3.0,3,1003,13710
0.0,0,1443,13720
1.0,1,1526,13720
2.0,2,1028,13720
3.0,3,1003,13720
0.0,0,1443,13730
1.0,1,1526,13730
2.0,2,1028,13730
3.0,3,1003,13730
0.0,0,1443,13740
1.0,1,1526,13740
2.0,2,1028,13740
3.0,3,1003,13740
0.0,0,1443,13750
1.0,1,1526,13750
2.0,2,1028,13750
3.0,3,1003,13750
0.0,0,1443,13760
1.0,1,1526,13760
2.0,1,1,13760
2.0,2,1027,13760
3.0,3,1003,13760
0.0,0,1443,13770
1.0,1,1527,13770
2.0,2,1027,13770
3.0,3,1003,13770
0.0,0,1442,13780
0.0,2,1,13780
1.0,1,1527,13780
2.0,2,1027,13780
3.0,3,1003,13780
0.0,0,1441,13790
0.0,2,1,13790
1.0,1,1527,13790
2.0,2,1028,13790
3.0,0,1,13790
3.0,3,1002,13790
0.0,0,1441,13800
0.0,3,1,13800
1.0,1,1527,13800
2.0,0,1,13800
2.0,2,1028,13800
3.0,3,1002,13800
0.0,0,1442,13810
1.0,1,1527,13810
2.0,2,1028,13810
3.0,1,1,13810
3.0,3,1002,13810
0.0,0,1441,13820
0.0,3,1,13820
1.0,1,1528,13820
2.0,2,1028,13820
3.0,3,1002,13820
0.0,0,1441,13830
1.0,1,1528,13830
2.0,2,1028,13830
3.0,3,1003,13830
0.0,0,1441,13840
1.0,1,1528,13840
2.0,2,1028,13840
3.0,3,1003,13840
0.0,0,1440,13850
0.0,2,1,13850
1.0,1,1527,13850
1.0,3,1,13850
2.0,2,1028,13850
3.0,3,1003,13850
0.0,0,1440,13860
1.0,1,1527,13860
2.0,2,1029,13860
3.0,3,1004,13860
0.0,0,1439,13870
0.0,2,1,13870
1.0,1,1527,13870
2.0,0,1,13870
2.0,2,1028,13870
3.0,3,1004,13870
0.0,0,1440,13880
1.0,1,1527,13880
2.0,2,1029,13880
3.0,1,1,13880
3.0,3,1003,13880
0.0,0,1440,13890
1.0,1,1528,13890
2.0,2,1029,13890
3.0,3,1003,13890
0.0,0,1440,13900
1.0,1,1528,13900
2.0,2,1029,13900
3.0,3,1003,13900
0.0,0,1440,13910
1.0,1,1528,13910
2.0,2,1029,13910
3.0,3,1003,13910
0.0,0,1440,13920
1.0,1,1528,13920
2.0,2,1029,13920
3.0,3,1003,13920
0.0,0,1439,13930
0.0,3,1,13930
1.0,1,1528,13930
2.0,2,1029,13930
3.0,3,1003,13930
0.0,0,1439,13940
1.0,1,1528,13940
2.0,0,1,13940
2.0,2,1028,13940
3.0,3,1004,13940
0.0,0,1440,13950
1.0,1,1528,13950
2.0,2,1028,13950
3.0,1,1,13950
3.0,3,1003,13950
0.0,0,1440,13960
1.0,1,1528,13960
1.0,3,1,13960
2.0,2,1028,13960
3.0,3,1003,13960
0.0,0,1440,13970
1.0,1,1528,13970
2.0,2,1028,13970
3.0,3,1004,13970
0.0,0,1438,13980
0.0,2,2,13980
1.0,1,1526,13980
1.0,2,1,13980
1.0,3,1,13980
2.0,2,1028,13980
3.0,3,1004,13980
0.0,0,1438,13990
1.0,1,1526,13990
2.0,2,1031,13990
3.0,3,1005,13990
0.0,0,1438,14000
1.0,1,1526,14000
2.0,0,1,14000
2.0,1,1,14000
2.0,2,1029,14000
3.0,0,1,14000
3.0,3,1004,14000
0.0,0,1440,14010
1.0,1,1527,14010
2.0,2,1029,14010
3.0,0,1,14010
3.0,3,1003,14010
0.0,0,1441,14020
1.0,1,1527,14020
2.0,2,1029,14020
3.0,3,1003,14020
0.0,0,1441,14030
1.0,1,1527,14030
2.0,2,1029,14030
3.0,3,1003,14030
0.0,0,1441,14040
1.0,1,1527,14040
2.0,2,1029,14040
3.0,3,1003,14040
0.0,0,1440,14050
0.0,3,1,14050
1.0,1,1527,14050
2.0,0,1,14050
2.0,2,1028,14050
3.0,3,1003,14050
0.0,0,1440,14060
0.0,2,1,14060
1.0,1,1527,14060
2.0,2,1028,14060
3.0,0,1,14060
3.0,3,1003,14060
0.0,0,1441,14070
1.0,1,1527,14070
2.0,2,1029,14070
3.0,3,1003,14070
0.0,0,1441,14080
1.0,1,1526,14080
1.0,2,1,14080
2.0,2,1029,14080
3.0,3,1003,14080
0.0,0,1441,14090
1.0,1,1526,14090
2.0,2,1030,14090
3.0,3,1003,14090
0.0,0,1441,14100
1.0,1,1526,14100
2.0,2,1030,14100
3.0,3,1003,14100
0.0,0,1441,14110
1.0,1,1526,14110
2.0,0,1,14110
2.0,2,1029,14110
3.0,3,1003,14110
0.0,0,1441,14120
0.0,3,1,14120
1.0,1,1526,14120
2.0,2,1029,14120
3.0,3,1003,14120
0.0,0,1441,14130
1.0,1,1526,14130
2.0,2,1029,14130
3.0,3,1004,14130
0.0,0,1441,14140
1.0,1,1526,14140
2.0,1,1,14140
2.0,2,1028,14140
3.0,3,1004,14140
0.0,0,1441,14150
1.0,1,1527,14150
2.0,2,1028,14150
3.0,3,1004,14150
0.0,0,1441,14160
1.0,1,1527,14160
2.0,2,1028,14160
3.0,3,1004,14160
0.0,0,1441,14170
1.0,1,1527,14170
2.0,2,1028,14170
3.0,3,1004,14170
0.0,0,1440,14180
0.0,3,1,14180
1.0,1,1527,14180
2.0,1,1,14180
2.0,2,1027,14180
3.0,3,1004,14180
0.0,0,1440,14190
1.0,1,1528,14190
2.0,2,1027,14190
3.0,3,1005,14190
0.0,0,1440,14200
1.0,1,1527,14200
1.0,2,1,14200
2.0,2,1027,14200
3.0,3,1005,14200
0.0,0,1438,14210
0.0,2,2,14210
1.0,1,1527,14210
2.0,2,1028,14210
3.0,3,1005,14210
0.0,0,1438,14220
1.0,1,1527,14220
2.0,2,1030,14220
3.0,3,1005,14220
0.0,0,1438,14230
1.0,1,1527,14230
2.0,2,1030,14230
3.0,3,1005,14230
0.0,0,1438,14240
1.0,1,1527,14240
2.0,2,1030,14240
3.0,0,1,14240
3.0,3,1004,14240
0.0,0,1439,14250
1.0,1,1527,14250
2.0,0,1,14250
2.0,1,1,14250
2.0,2,1028,14250
3.0,3,1004,14250
0.0,0,1440,14260
1.0,1,1528,14260
2.0,2,1028,14260
3.0,3,1004,14260
0.0,0,1440,14270
1.0,1,1528,14270
2.0,2,1028,14270
3.0,3,1004,14270
0.0,0,1440,14280
1.0,1,1528,14280
2.0,2,1028,14280
3.0,3,1004,14280
0.0,0,1440,14290
1.0,1,1528,14290
2.0,2,1028,14290
3.0,3,1004,14290
0.0,0,1440,14300
1.0,1,1527,14300
1.0,2,1,14300
2.0,2,1028,14300
3.0,3,1004,14300
0.0,0,1440,14310
1.0,1,1527,14310
2.0,2,1029,14310
3.0,3,1004,14310
0.0,0,1440,14320
1.0,1,1527,14320
2.0,2,1029,14320
3.0,3,1004,14320
0.0,0,1440,14330
1.0,1,1527,14330
2.0,2,1029,14330
3.0,0,1,14330
3.0,3,1003,14330
0.0,0,1440,14340
0.0,2,1,14340
1.0,1,1527,14340
2.0,2,1029,14340
3.0,3,1003,14340
0.0,0,1440,14350
1.0,1,1527,14350
2.0,1,1,14350
2.0,2,1029,14350
3.0,3,1003,14350
0.0,0,1440,14360
1.0,1,1528,14360
2.0,2,1029,14360
3.0,3,1003,14360
0.0,0,1440,14370
1.0,1,1528,14370
2.0,2,1029,14370
3.0,3,1003,14370
0.0,0,1440,14380
1.0,1,1528,14380
2.0,2,1029,14380
3.0,0,1,14380
3.0,3,1002,14380
