Prev_Sector,Sector,Moved_Cells,Timestep
0.0,0,1441,14390
1.0,1,1528,14390
2.0,2,1029,14390
3.0,3,1002,14390
0.0,0,1440,14400
0.0,2,1,14400
1.0,1,1528,14400
2.0,2,1029,14400
3.0,3,1002,14400
0.0,0,1440,14410
1.0,1,1528,14410
2.0,0,1,14410
2.0,2,1029,14410
3.0,3,1002,14410
0.0,0,1441,14420
1.0,1,1528,14420
2.0,2,1029,14420
3.0,3,1002,14420
0.0,0,1441,14430
1.0,1,1528,14430
2.0,2,1029,14430
3.0,3,1002,14430
0.0,0,1441,14440
1.0,1,1528,14440
2.0,2,1029,14440
3.0,3,1002,14440
0.0,0,1441,14450
1.0,1,1528,14450
2.0,2,1029,14450
3.0,3,1002,14450
0.0,0,1439,14460
0.0,2,1,14460
0.0,3,1,14460
1.0,1,1528,14460
2.0,2,1029,14460
3.0,3,1002,14460
0.0,0,1439,14470
1.0,1,1528,14470
2.0,2,1030,14470
3.0,0,1,14470
3.0,1,1,14470
3.0,3,1001,14470
0.0,0,1440,14480
1.0,1,1529,14480
2.0,2,1030,14480
3.0,3,1001,14480
0.0,0,1439,14490
0.0,2,1,14490
1.0,1,1529,14490
2.0,0,1,14490
2.0,2,1029,14490
3.0,3,1001,14490
0.0,0,1440,14500
1.0,1,1529,14500
2.0,2,1030,14500
3.0,3,1001,14500
0.0,0,1440,14510
1.0,1,1529,14510
2.0,2,1030,14510
3.0,3,1001,14510
0.0,0,1440,14520
1.0,1,1529,14520
2.0,2,1030,14520
3.0,3,1001,14520
0.0,0,1439,14530
0.0,3,1,14530
1.0,1,1529,14530
2.0,2,1030,14530
3.0,3,1001,14530
0.0,0,1439,14540
1.0,1,1528,14540
1.0,2,1,14540
2.0,2,1030,14540
3.0,3,1002,14540
0.0,0,1439,14550
1.0,1,1528,14550
2.0,2,1031,14550
3.0,3,1002,14550
0.0,0,1439,14560
1.0,1,1528,14560
2.0,2,1031,14560
3.0,3,1002,14560
0.0,0,1439,14570
1.0,1,1528,14570
2.0,2,1031,14570
3.0,3,1002,14570
0.0,0,1439,14580
1.0,1,1527,14580
1.0,3,1,14580
2.0,2,1031,14580
3.0,3,1002,14580
0.0,0,1439,14590
1.0,1,1526,14590
1.0,2,1,14590
2.0,2,1031,14590
3.0,3,1003,14590
0.0,0,1439,14600
1.0,1,1526,14600
2.0,2,1032,14600
3.0,3,1003,14600
0.0,0,1439,14610
1.0,1,1526,14610
2.0,2,1032,14610
3.0,1,1,14610
3.0,3,1002,14610
0.0,0,1438,14620
0.0,2,1,14620
1.0,1,1527,14620
2.0,2,1032,14620
3.0,3,1002,14620
0.0,0,1438,14630
1.0,1,1527,14630
2.0,2,1033,14630
3.0,3,1002,14630
0.0,0,1438,14640
1.0,1,1527,14640
2.0,2,1033,14640
3.0,3,1002,14640
0.0,0,1438,14650
1.0,1,1527,14650
2.0,2,1033,14650
3.0,3,1002,14650
0.0,0,1438,14660
1.0,1,1526,14660
1.0,3,1,14660
2.0,2,1033,14660
3.0,3,1002,14660
0.0,0,1438,14670
1.0,1,1526,14670
2.0,2,1033,14670
3.0,3,1003,14670
0.0,0,1438,14680
1.0,1,1526,14680
2.0,2,1033,14680
3.0,3,1003,14680
0.0,0,1438,14690
1.0,1,1526,14690
2.0,2,1033,14690
3.0,3,1003,14690
0.0,0,1438,14700
1.0,1,1526,14700
2.0,2,1033,14700
3.0,3,1003,14700
0.0,0,1437,14710
0.0,3,1,14710
1.0,1,1526,14710
2.0,2,1033,14710
3.0,0,1,14710
3.0,3,1002,14710
0.0,0,1438,14720
1.0,1,1526,14720
2.0,2,1033,14720
3.0,1,1,14720
3.0,3,1002,14720
0.0,0,1437,14730
0.0,3,1,14730
1.0,1,1526,14730
1.0,3,1,14730
2.0,1,1,14730
2.0,2,1032,14730
3.0,3,1002,14730
0.0,0,1437,14740
1.0,1,1527,14740
2.0,2,1032,14740
3.0,1,1,14740
3.0,3,1003,14740
0.0,0,1437,14750
1.0,1,1528,14750
2.0,2,1032,14750
3.0,3,1003,14750
0.0,0,1437,14760
1.0,1,1528,14760
2.0,2,1032,14760
3.0,3,1003,14760
0.0,0,1437,14770
1.0,1,1528,14770
2.0,2,1032,14770
3.0,3,1003,14770
0.0,0,1437,14780
1.0,1,1527,14780
1.0,2,1,14780
2.0,1,1,14780
2.0,2,1031,14780
3.0,3,1003,14780
0.0,0,1437,14790
1.0,1,1528,14790
2.0,2,1032,14790
3.0,3,1003,14790
0.0,0,1437,14800
1.0,1,1528,14800
2.0,1,1,14800
2.0,2,1031,14800
3.0,3,1003,14800
0.0,0,1437,14810
1.0,1,1529,14810
2.0,0,1,14810
2.0,2,1030,14810
3.0,3,1003,14810
0.0,0,1438,14820
1.0,1,1529,14820
2.0,2,1030,14820
3.0,3,1003,14820
0.0,0,1437,14830
0.0,2,1,14830
1.0,1,1529,14830
2.0,2,1030,14830
3.0,0,1,14830
3.0,3,1002,14830
0.0,0,1438,14840
1.0,1,1529,14840
2.0,2,1031,14840
3.0,3,1002,14840
0.0,0,1438,14850
1.0,1,1529,14850
2.0,2,1031,14850
3.0,0,1,14850
3.0,3,1001,14850
0.0,0,1438,14860
0.0,3,1,14860
1.0,1,1529,14860
2.0,2,1031,14860
3.0,3,1001,14860
0.0,0,1438,14870
1.0,1,1529,14870
2.0,2,1031,14870
3.0,3,1002,14870
0.0,0,1438,14880
1.0,1,1528,14880
1.0,2,1,14880
2.0,2,1031,14880
3.0,3,1002,14880
0.0,0,1438,14890
1.0,1,1528,14890
2.0,1,1,14890
2.0,2,1031,14890
3.0,3,1002,14890
0.0,0,1438,14900
1.0,1,1528,14900
1.0,2,1,14900
2.0,2,1031,14900
3.0,3,1002,14900
0.0,0,1438,14910
1.0,1,1528,14910
2.0,2,1032,14910
3.0,3,1002,14910
0.0,0,1437,14920
0.0,2,1,14920
1.0,1,1528,14920
2.0,2,1032,14920
3.0,3,1002,14920
0.0,0,1437,14930
1.0,1,1527,14930
1.0,3,1,14930
2.0,2,1033,14930
3.0,3,1002,14930
0.0,0,1437,14940
1.0,1,1527,14940
2.0,2,1033,14940
3.0,3,1003,14940
0.0,0,1437,14950
1.0,1,1527,14950
2.0,2,1033,14950
3.0,3,1003,14950
0.0,0,1437,14960
1.0,1,1527,14960
2.0,2,1033,14960
3.0,3,1003,14960
0.0,0,1437,14970
1.0,1,1527,14970
2.0,2,1033,14970
3.0,0,1,14970
3.0,3,1002,14970
0.0,0,1437,14980
0.0,3,1,14980
1.0,1,1527,14980
2.0,2,1033,14980
3.0,3,1002,14980
0.0,0,1437,14990
1.0,1,1527,14990
2.0,2,1033,14990
3.0,0,1,14990
3.0,3,1002,14990
0.0,0,1438,15000
1.0,1,1527,15000
2.0,2,1033,15000
3.0,3,1002,15000
0.0,0,1438,15010
1.0,1,1527,15010
2.0,0,1,15010
2.0,2,1032,15010
3.0,1,1,15010
3.0,3,1001,15010
0.0,0,1438,15020
0.0,2,1,15020
1.0,1,1528,15020
2.0,2,1032,15020
3.0,3,1001,15020
0.0,0,1438,15030
1.0,1,1528,15030
2.0,2,1033,15030
3.0,3,1001,15030
0.0,0,1437,15040
0.0,3,1,15040
1.0,1,1527,15040
1.0,2,1,15040
2.0,2,1033,15040
3.0,3,1001,15040
0.0,0,1437,15050
1.0,1,1527,15050
2.0,1,1,15050
2.0,2,1033,15050
3.0,3,1002,15050
0.0,0,1437,15060
1.0,1,1528,15060
2.0,2,1033,15060
3.0,3,1002,15060
0.0,0,1437,15070
1.0,1,1528,15070
2.0,2,1033,15070
3.0,3,1002,15070
0.0,0,1437,15080
1.0,1,1528,15080
2.0,2,1033,15080
3.0,3,1002,15080
0.0,0,1437,15090
1.0,1,1528,15090
2.0,2,1033,15090
3.0,3,1002,15090
0.0,0,1437,15100
1.0,1,1528,15100
2.0,2,1033,15100
3.0,3,1002,15100
0.0,0,1437,15110
1.0,1,1528,15110
2.0,2,1033,15110
3.0,3,1002,15110
0.0,0,1437,15120
1.0,1,1528,15120
2.0,2,1033,15120
3.0,0,1,15120
3.0,3,1001,15120
0.0,0,1438,15130
1.0,1,1528,15130
2.0,2,1033,15130
3.0,3,1001,15130
0.0,0,1438,15140
1.0,1,1528,15140
2.0,2,1033,15140
3.0,3,1001,15140
0.0,0,1438,15150
1.0,1,1528,15150
2.0,2,1033,15150
3.0,3,1001,15150
0.0,0,1438,15160
1.0,1,1528,15160
2.0,2,1033,15160
3.0,3,1001,15160
0.0,0,1438,15170
1.0,1,1528,15170
2.0,2,1033,15170
3.0,0,1,15170
3.0,3,1000,15170
0.0,0,1438,15180
0.0,3,1,15180
1.0,1,1528,15180
2.0,2,1033,15180
3.0,3,1000,15180
0.0,0,1438,15190
1.0,1,1528,15190
2.0,2,1033,15190
3.0,3,1001,15190
0.0,0,1438,15200
1.0,1,1527,15200
1.0,2,1,15200
2.0,2,1033,15200
3.0,3,1001,15200
0.0,0,1438,15210
1.0,1,1527,15210
2.0,1,1,15210
2.0,2,1033,15210
3.0,3,1001,15210
0.0,0,1438,15220
1.0,1,1528,15220
2.0,2,1033,15220
3.0,0,1,15220
3.0,3,1000,15220
0.0,0,1439,15230
1.0,1,1527,15230
1.0,3,1,15230
2.0,2,1033,15230
3.0,3,1000,15230
0.0,0,1439,15240
1.0,1,1527,15240
2.0,2,1033,15240
3.0,3,1001,15240
0.0,0,1438,15250
0.0,3,1,15250
1.0,1,1527,15250
2.0,2,1033,15250
3.0,3,1001,15250
0.0,0,1438,15260
1.0,1,1527,15260
2.0,2,1033,15260
3.0,0,1,15260
3.0,3,1001,15260
0.0,0,1439,15270
1.0,1,1527,15270
2.0,2,1033,15270
3.0,3,1001,15270
0.0,0,1439,15280
1.0,1,1526,15280
1.0,2,1,15280
2.0,2,1033,15280
3.0,3,1001,15280
0.0,0,1439,15290
1.0,1,1526,15290
2.0,2,1034,15290
3.0,3,1001,15290
0.0,0,1439,15300
1.0,1,1526,15300
2.0,2,1034,15300
3.0,3,1001,15300
0.0,0,1439,15310
1.0,1,1526,15310
2.0,2,1034,15310
3.0,3,1001,15310
0.0,0,1439,15320
1.0,1,1526,15320
2.0,0,1,15320
2.0,2,1033,15320
3.0,3,1001,15320
0.0,0,1439,15330
0.0,3,1,15330
1.0,1,1526,15330
2.0,2,1033,15330
3.0,3,1001,15330
0.0,0,1438,15340
0.0,2,1,15340
1.0,1,1526,15340
2.0,2,1033,15340
3.0,3,1002,15340
0.0,0,1438,15350
1.0,1,1526,15350
2.0,2,1034,15350
3.0,0,1,15350
3.0,3,1001,15350
0.0,0,1439,15360
1.0,1,1526,15360
2.0,2,1034,15360
3.0,3,1001,15360
0.0,0,1439,15370
1.0,1,1526,15370
2.0,2,1034,15370
3.0,3,1001,15370
0.0,0,1438,15380
0.0,3,1,15380
1.0,1,1526,15380
2.0,2,1034,15380
3.0,3,1001,15380
0.0,0,1438,15390
1.0,1,1526,15390
2.0,0,1,15390
2.0,2,1033,15390
3.0,0,1,15390
3.0,3,1001,15390
0.0,0,1439,15400
0.0,2,1,15400
1.0,1,1526,15400
2.0,2,1033,15400
3.0,3,1001,15400
0.0,0,1439,15410
1.0,1,1526,15410
2.0,0,1,15410
2.0,2,1033,15410
3.0,3,1001,15410
0.0,0,1440,15420
1.0,1,1526,15420
2.0,2,1033,15420
3.0,3,1001,15420
0.0,0,1440,15430
1.0,1,1526,15430
2.0,2,1033,15430
3.0,3,1001,15430
0.0,0,1440,15440
1.0,1,1526,15440
2.0,2,1033,15440
3.0,3,1001,15440
0.0,0,1439,15450
0.0,3,1,15450
1.0,1,1526,15450
2.0,2,1033,15450
3.0,3,1001,15450
0.0,0,1439,15460
1.0,1,1526,15460
2.0,2,1033,15460
3.0,3,1002,15460
0.0,0,1439,15470
1.0,1,1526,15470
2.0,0,1,15470
2.0,2,1032,15470
3.0,3,1002,15470
0.0,0,1440,15480
1.0,1,1526,15480
2.0,2,1032,15480
3.0,0,2,15480
3.0,3,1000,15480
0.0,0,1442,15490
1.0,1,1526,15490
2.0,2,1032,15490
3.0,3,1000,15490
0.0,0,1441,15500
0.0,3,1,15500
1.0,1,1526,15500
2.0,2,1032,15500
3.0,0,1,15500
3.0,3,999,15500
0.0,0,1442,15510
1.0,1,1525,15510
1.0,3,1,15510
2.0,1,1,15510
2.0,2,1031,15510
3.0,3,1000,15510
0.0,0,1442,15520
1.0,1,1526,15520
2.0,2,1031,15520
3.0,3,1001,15520
0.0,0,1442,15530
1.0,1,1526,15530
2.0,2,1031,15530
3.0,0,1,15530
3.0,3,1000,15530
0.0,0,1443,15540
1.0,1,1526,15540
2.0,2,1031,15540
3.0,3,1000,15540
0.0,0,1442,15550
0.0,3,1,15550
1.0,1,1526,15550
2.0,2,1031,15550
3.0,1,1,15550
3.0,3,999,15550
0.0,0,1442,15560
1.0,1,1527,15560
2.0,2,1031,15560
3.0,3,1000,15560
0.0,0,1442,15570
1.0,1,1527,15570
2.0,2,1031,15570
3.0,3,1000,15570
0.0,0,1441,15580
0.0,2,1,15580
1.0,1,1526,15580
1.0,3,1,15580
2.0,2,1031,15580
3.0,3,1000,15580
0.0,0,1441,15590
1.0,1,1526,15590
2.0,2,1032,15590
3.0,0,1,15590
3.0,1,1,15590
3.0,3,999,15590
0.0,0,1442,15600
1.0,1,1527,15600
2.0,0,1,15600
2.0,2,1031,15600
3.0,3,999,15600
0.0,0,1442,15610
0.0,2,1,15610
1.0,1,1527,15610
2.0,0,1,15610
2.0,2,1030,15610
3.0,3,999,15610
0.0,0,1443,15620
1.0,1,1526,15620
1.0,2,1,15620
2.0,2,1031,15620
3.0,3,999,15620
0.0,0,1442,15630
0.0,2,1,15630
1.0,1,1526,15630
2.0,0,1,15630
2.0,2,1031,15630
3.0,3,999,15630
0.0,0,1442,15640
0.0,1,1,15640
1.0,1,1526,15640
2.0,2,1032,15640
3.0,3,999,15640
0.0,0,1441,15650
0.0,2,1,15650
1.0,1,1527,15650
2.0,2,1032,15650
3.0,3,999,15650
0.0,0,1441,15660
1.0,0,1,15660
1.0,1,1526,15660
2.0,2,1033,15660
3.0,3,999,15660
0.0,0,1441,15670
0.0,2,1,15670
1.0,1,1526,15670
2.0,0,1,15670
2.0,2,1032,15670
3.0,3,999,15670
0.0,0,1441,15680
0.0,3,1,15680
1.0,1,1526,15680
2.0,1,1,15680
2.0,2,1032,15680
3.0,3,999,15680
0.0,0,1440,15690
0.0,2,1,15690
1.0,1,1527,15690
2.0,2,1032,15690
3.0,3,1000,15690
0.0,0,1439,15700
0.0,3,1,15700
1.0,1,1527,15700
2.0,2,1033,15700
3.0,3,1000,15700
0.0,0,1439,15710
1.0,1,1527,15710
2.0,2,1033,15710
3.0,3,1001,15710
0.0,0,1439,15720
1.0,1,1527,15720
2.0,2,1033,15720
3.0,3,1001,15720
0.0,0,1439,15730
1.0,1,1527,15730
2.0,2,1033,15730
3.0,3,1001,15730
0.0,0,1439,15740
1.0,1,1527,15740
2.0,2,1033,15740
3.0,0,1,15740
3.0,3,1000,15740
0.0,0,1440,15750
1.0,1,1527,15750
2.0,2,1033,15750
3.0,3,1000,15750
0.0,0,1440,15760
1.0,1,1527,15760
2.0,2,1033,15760
3.0,3,1000,15760
0.0,0,1440,15770
1.0,1,1527,15770
2.0,2,1033,15770
3.0,3,1000,15770
0.0,0,1440,15780
1.0,1,1527,15780
2.0,2,1033,15780
3.0,3,1000,15780
0.0,0,1440,15790
1.0,1,1527,15790
2.0,2,1033,15790
3.0,3,1000,15790
0.0,0,1440,15800
1.0,1,1527,15800
2.0,2,1033,15800
3.0,3,1000,15800
0.0,0,1440,15810
1.0,1,1527,15810
2.0,2,1033,15810
3.0,3,1000,15810
0.0,0,1439,15820
0.0,2,1,15820
1.0,1,1527,15820
2.0,2,1033,15820
3.0,3,1000,15820
0.0,0,1439,15830
1.0,1,1527,15830
2.0,2,1034,15830
3.0,3,1000,15830
0.0,0,1439,15840
1.0,1,1527,15840
2.0,2,1034,15840
3.0,3,1000,15840
0.0,0,1439,15850
1.0,1,1527,15850
2.0,2,1034,15850
3.0,3,1000,15850
0.0,0,1439,15860
1.0,1,1527,15860
2.0,2,1034,15860
3.0,3,1000,15860
0.0,0,1439,15870
1.0,1,1526,15870
1.0,2,1,15870
2.0,0,1,15870
2.0,2,1033,15870
3.0,3,1000,15870
0.0,0,1439,15880
0.0,3,1,15880
1.0,1,1526,15880
2.0,2,1034,15880
3.0,3,1000,15880
0.0,0,1439,15890
1.0,1,1526,15890
2.0,2,1034,15890
3.0,3,1001,15890
0.0,0,1439,15900
1.0,1,1526,15900
2.0,2,1034,15900
3.0,3,1001,15900
0.0,0,1439,15910
1.0,1,1526,15910
2.0,2,1034,15910
3.0,0,1,15910
3.0,3,1000,15910
0.0,0,1440,15920
1.0,1,1526,15920
2.0,2,1034,15920
3.0,3,1000,15920
0.0,0,1440,15930
1.0,1,1525,15930
1.0,3,1,15930
2.0,0,1,15930
2.0,1,1,15930
2.0,2,1032,15930
3.0,3,1000,15930
0.0,0,1441,15940
1.0,1,1526,15940
2.0,2,1032,15940
3.0,1,1,15940
3.0,3,1000,15940
0.0,0,1441,15950
1.0,1,1527,15950
2.0,2,1032,15950
3.0,3,1000,15950
0.0,0,1441,15960
1.0,1,1527,15960
2.0,0,1,15960
2.0,2,1031,15960
3.0,3,1000,15960
0.0,0,1442,15970
1.0,1,1527,15970
2.0,2,1031,15970
3.0,3,1000,15970
0.0,0,1442,15980
1.0,1,1527,15980
2.0,2,1031,15980
3.0,3,1000,15980
0.0,0,1442,15990
1.0,1,1527,15990
2.0,2,1031,15990
3.0,3,1000,15990
0.0,0,1442,16000
1.0,1,1527,16000
2.0,2,1031,16000
3.0,3,1000,16000
0.0,0,1442,16010
1.0,1,1527,16010
2.0,2,1031,16010
3.0,3,1000,16010
0.0,0,1441,16020
0.0,2,1,16020
1.0,1,1527,16020
2.0,2,1031,16020
3.0,3,1000,16020
0.0,0,1441,16030
1.0,1,1527,16030
2.0,2,1032,16030
3.0,3,1000,16030
0.0,0,1441,16040
1.0,1,1527,16040
2.0,2,1032,16040
3.0,3,1000,16040
0.0,0,1441,16050
1.0,1,1527,16050
2.0,2,1032,16050
3.0,3,1000,16050
0.0,0,1441,16060
1.0,1,1527,16060
2.0,2,1032,16060
3.0,3,1000,16060
0.0,0,1441,16070
1.0,1,1527,16070
2.0,2,1032,16070
3.0,3,1000,16070
0.0,0,1441,16080
1.0,1,1527,16080
2.0,2,1032,16080
3.0,3,1000,16080
0.0,0,1441,16090
1.0,1,1527,16090
2.0,2,1032,16090
3.0,3,1000,16090
0.0,0,1441,16100
1.0,1,1527,16100
2.0,2,1032,16100
3.0,3,1000,16100
0.0,0,1441,16110
1.0,1,1527,16110
2.0,2,1032,16110
3.0,0,1,16110
3.0,3,999,16110
0.0,0,1442,16120
1.0,1,1527,16120
2.0,2,1032,16120
3.0,3,999,16120
0.0,0,1442,16130
1.0,1,1527,16130
2.0,2,1032,16130
3.0,3,999,16130
0.0,0,1441,16140
0.0,3,1,16140
1.0,1,1527,16140
2.0,2,1032,16140
3.0,3,999,16140
0.0,0,1441,16150
1.0,1,1527,16150
2.0,2,1032,16150
3.0,1,1,16150
3.0,3,999,16150
0.0,0,1441,16160
1.0,1,1527,16160
1.0,2,1,16160
2.0,2,1032,16160
3.0,3,999,16160
0.0,0,1441,16170
1.0,1,1527,16170
2.0,1,1,16170
2.0,2,1032,16170
3.0,3,999,16170
0.0,0,1441,16180
1.0,1,1528,16180
2.0,2,1032,16180
3.0,3,999,16180
0.0,0,1441,16190
1.0,1,1528,16190
2.0,2,1032,16190
3.0,3,999,16190
0.0,0,1439,16200
0.0,2,1,16200
0.0,3,1,16200
1.0,1,1528,16200
2.0,2,1032,16200
3.0,0,1,16200
3.0,3,998,16200
0.0,0,1440,16210
1.0,1,1528,16210
2.0,2,1033,16210
3.0,3,999,16210
0.0,0,1440,16220
1.0,1,1528,16220
2.0,2,1033,16220
3.0,3,999,16220
0.0,0,1440,16230
1.0,1,1528,16230
2.0,2,1033,16230
3.0,3,999,16230
0.0,0,1440,16240
1.0,1,1528,16240
2.0,0,1,16240
2.0,2,1032,16240
3.0,3,999,16240
0.0,0,1441,16250
1.0,1,1528,16250
2.0,2,1032,16250
3.0,3,999,16250
0.0,0,1441,16260
1.0,1,1528,16260
2.0,2,1032,16260
3.0,3,999,16260
0.0,0,1441,16270
1.0,1,1528,16270
2.0,2,1032,16270
3.0,3,999,16270
0.0,0,1440,16280
0.0,2,1,16280
1.0,1,1527,16280
1.0,3,1,16280
2.0,2,1032,16280
3.0,3,999,16280
0.0,0,1440,16290
1.0,1,1527,16290
2.0,2,1033,16290
3.0,3,1000,16290
0.0,0,1440,16300
1.0,1,1527,16300
2.0,0,1,16300
2.0,2,1032,16300
3.0,3,1000,16300
0.0,0,1441,16310
1.0,1,1526,16310
1.0,3,1,16310
2.0,2,1032,16310
3.0,3,1000,16310
0.0,0,1440,16320
0.0,2,1,16320
1.0,1,1526,16320
2.0,2,1032,16320
3.0,3,1001,16320
0.0,0,1440,16330
1.0,1,1526,16330
2.0,2,1033,16330
3.0,3,1001,16330
0.0,0,1440,16340
1.0,1,1526,16340
2.0,2,1033,16340
3.0,3,1001,16340
0.0,0,1440,16350
1.0,1,1526,16350
2.0,2,1033,16350
3.0,3,1001,16350
0.0,0,1440,16360
1.0,1,1526,16360
2.0,2,1033,16360
3.0,3,1001,16360
0.0,0,1440,16370
1.0,1,1525,16370
1.0,2,1,16370
2.0,2,1033,16370
3.0,3,1001,16370
0.0,0,1440,16380
1.0,1,1525,16380
2.0,2,1034,16380
3.0,3,1001,16380
0.0,0,1440,16390
1.0,1,1525,16390
2.0,2,1034,16390
3.0,3,1001,16390
0.0,0,1440,16400
1.0,1,1525,16400
2.0,2,1034,16400
3.0,3,1001,16400
0.0,0,1440,16410
1.0,1,1525,16410
2.0,2,1034,16410
3.0,3,1001,16410
0.0,0,1439,16420
0.0,2,1,16420
1.0,1,1525,16420
2.0,2,1034,16420
3.0,0,1,16420
3.0,3,1000,16420
0.0,0,1440,16430
1.0,1,1525,16430
2.0,2,1035,16430
3.0,3,1000,16430
0.0,0,1440,16440
1.0,1,1525,16440
2.0,0,1,16440
2.0,1,1,16440
2.0,2,1033,16440
3.0,3,1000,16440
0.0,0,1441,16450
1.0,1,1526,16450
2.0,2,1033,16450
3.0,3,1000,16450
0.0,0,1441,16460
1.0,1,1525,16460
1.0,2,1,16460
2.0,2,1033,16460
3.0,3,1000,16460
0.0,0,1439,16470
0.0,2,1,16470
0.0,3,1,16470
1.0,1,1525,16470
2.0,2,1034,16470
3.0,3,1000,16470
0.0,0,1439,16480
1.0,1,1525,16480
2.0,2,1035,16480
3.0,3,1001,16480
0.0,0,1439,16490
1.0,1,1525,16490
2.0,2,1035,16490
3.0,3,1001,16490
0.0,0,1438,16500
0.0,3,1,16500
1.0,1,1525,16500
2.0,0,1,16500
2.0,2,1034,16500
3.0,1,1,16500
3.0,3,1000,16500
0.0,0,1439,16510
1.0,1,1526,16510
2.0,2,1034,16510
3.0,3,1001,16510
0.0,0,1438,16520
0.0,3,1,16520
1.0,1,1526,16520
2.0,2,1034,16520
3.0,0,1,16520
3.0,3,1000,16520
0.0,0,1438,16530
0.0,2,1,16530
1.0,1,1526,16530
2.0,0,1,16530
2.0,2,1033,16530
3.0,3,1001,16530
0.0,0,1439,16540
1.0,1,1526,16540
2.0,2,1034,16540
3.0,3,1001,16540
0.0,0,1439,16550
1.0,1,1526,16550
2.0,2,1034,16550
3.0,3,1001,16550
0.0,0,1439,16560
1.0,1,1526,16560
2.0,2,1034,16560
3.0,3,1001,16560
0.0,0,1439,16570
1.0,1,1526,16570
2.0,2,1034,16570
3.0,3,1001,16570
0.0,0,1439,16580
1.0,1,1526,16580
2.0,2,1034,16580
3.0,1,1,16580
3.0,3,1000,16580
0.0,0,1438,16590
0.0,2,1,16590
1.0,1,1527,16590
2.0,2,1034,16590
3.0,3,1000,16590
0.0,0,1438,16600
1.0,1,1527,16600
2.0,2,1035,16600
3.0,3,1000,16600
0.0,0,1438,16610
1.0,1,1527,16610
2.0,2,1035,16610
3.0,3,1000,16610
0.0,0,1438,16620
1.0,1,1527,16620
2.0,2,1035,16620
3.0,3,1000,16620
0.0,0,1438,16630
1.0,1,1527,16630
2.0,0,1,16630
2.0,2,1034,16630
3.0,3,1000,16630
0.0,0,1439,16640
1.0,1,1527,16640
2.0,2,1034,16640
3.0,0,2,16640
3.0,3,998,16640
0.0,0,1441,16650
1.0,1,1527,16650
2.0,2,1034,16650
3.0,3,998,16650
0.0,0,1441,16660
1.0,1,1527,16660
2.0,2,1034,16660
3.0,3,998,16660
0.0,0,1441,16670
1.0,1,1527,16670
2.0,2,1034,16670
3.0,3,998,16670
0.0,0,1440,16680
0.0,2,1,16680
1.0,1,1527,16680
2.0,2,1034,16680
3.0,3,998,16680
0.0,0,1440,16690
1.0,1,1527,16690
2.0,2,1035,16690
3.0,0,1,16690
3.0,3,997,16690
0.0,0,1441,16700
1.0,1,1527,16700
2.0,2,1035,16700
3.0,3,997,16700
0.0,0,1440,16710
0.0,3,1,16710
1.0,1,1527,16710
2.0,2,1035,16710
3.0,3,997,16710
0.0,0,1440,16720
1.0,1,1527,16720
2.0,2,1035,16720
3.0,3,998,16720
0.0,0,1440,16730
1.0,1,1527,16730
2.0,2,1035,16730
3.0,3,998,16730
0.0,0,1440,16740
1.0,1,1527,16740
2.0,2,1035,16740
3.0,3,998,16740
0.0,0,1440,16750
1.0,1,1527,16750
2.0,2,1035,16750
3.0,3,998,16750
0.0,0,1440,16760
1.0,1,1526,16760
1.0,3,1,16760
2.0,2,1035,16760
3.0,3,998,16760
0.0,0,1440,16770
1.0,1,1526,16770
2.0,2,1035,16770
3.0,3,999,16770
0.0,0,1439,16780
0.0,3,1,16780
1.0,1,1526,16780
2.0,2,1035,16780
3.0,3,999,16780
0.0,0,1439,16790
1.0,1,1526,16790
2.0,2,1035,16790
3.0,3,1000,16790
0.0,0,1439,16800
1.0,1,1526,16800
2.0,2,1035,16800
3.0,3,1000,16800
0.0,0,1439,16810
1.0,1,1526,16810
2.0,2,1035,16810
3.0,0,1,16810
3.0,3,999,16810
0.0,0,1440,16820
1.0,1,1526,16820
2.0,2,1035,16820
3.0,3,999,16820
0.0,0,1440,16830
1.0,1,1526,16830
2.0,2,1035,16830
3.0,0,1,16830
3.0,3,998,16830
0.0,0,1441,16840
1.0,1,1526,16840
2.0,2,1035,16840
3.0,3,998,16840
0.0,0,1440,16850
0.0,3,1,16850
1.0,1,1526,16850
2.0,2,1035,16850
3.0,3,998,16850
0.0,0,1440,16860
1.0,1,1526,16860
2.0,2,1035,16860
3.0,3,999,16860
0.0,0,1440,16870
1.0,1,1526,16870
2.0,2,1035,16870
3.0,3,999,16870
0.0,0,1440,16880
1.0,1,1526,16880
2.0,2,1035,16880
3.0,3,999,16880
0.0,0,1440,16890
1.0,1,1526,16890
2.0,2,1035,16890
3.0,3,999,16890
0.0,0,1440,16900
1.0,1,1526,16900
2.0,2,1035,16900
3.0,3,999,16900
0.0,0,1440,16910
1.0,1,1526,16910
2.0,2,1035,16910
3.0,3,999,16910
0.0,0,1440,16920
1.0,1,1526,16920
2.0,2,1035,16920
3.0,3,999,16920
0.0,0,1440,16930
1.0,1,1526,16930
2.0,2,1035,16930
3.0,3,999,16930
0.0,0,1440,16940
1.0,1,1526,16940
2.0,2,1035,16940
3.0,3,999,16940
0.0,0,1440,16950
1.0,1,1526,16950
2.0,2,1035,16950
3.0,3,999,16950
0.0,0,1440,16960
1.0,1,1526,16960
2.0,2,1035,16960
3.0,3,999,16960
0.0,0,1440,16970
1.0,1,1526,16970
2.0,1,1,16970
2.0,2,1034,16970
