Timestep,alive_sector 0,alive_sector 1,alive_sector 2,alive_sector 3,dead_sector 0,dead_sector 1,dead_sector 2,dead_sector 3
65640,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65650,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65660,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65670,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65680,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65690,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65700,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65710,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65720,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65730,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65740,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65750,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65760,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65770,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65780,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65790,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65800,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65810,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65820,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65830,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65840,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65850,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65860,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65870,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65880,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65890,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65900,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65910,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65920,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65930,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65940,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65950,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65960,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65970,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65980,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
65990,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66000,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66010,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66020,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66030,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66040,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66050,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66060,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66070,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66080,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66090,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66100,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66110,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66120,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66130,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66140,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66150,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66160,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66170,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66180,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66190,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66200,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66210,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66220,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66230,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66240,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66250,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66260,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66270,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66280,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66290,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66300,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66310,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66320,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66330,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66340,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66350,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66360,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66370,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66380,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66390,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66400,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66410,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66420,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66430,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66440,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66450,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66460,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66470,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66480,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66490,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66500,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66510,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66520,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66530,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66540,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66550,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66560,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66570,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66580,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66590,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66600,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66610,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66620,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66630,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66640,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66650,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66660,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66670,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66680,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66690,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66700,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66710,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66720,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66730,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66740,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66750,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66760,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66770,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66780,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66790,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66800,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66810,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66820,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66830,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66840,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66850,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66860,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66870,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66880,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66890,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66900,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66910,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66920,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66930,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66940,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66950,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66960,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66970,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66980,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
66990,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67000,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67010,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67020,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67030,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67040,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67050,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67060,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67070,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67080,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67090,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67100,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67110,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67120,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67130,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67140,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67150,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67160,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67170,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67180,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67190,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67200,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67210,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67220,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67230,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67240,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67250,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67260,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67270,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67280,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67290,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67300,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67310,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67320,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67330,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67340,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67350,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67360,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67370,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67380,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67390,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67400,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67410,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67420,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67430,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67440,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67450,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67460,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67470,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67480,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67490,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67500,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67510,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67520,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67530,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67540,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67550,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67560,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67570,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67580,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67590,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67600,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67610,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
67620,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
67630,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
67640,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67650,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67660,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67670,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67680,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
67690,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
67700,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
67710,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
67720,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
67730,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67740,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67750,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67760,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67770,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67780,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67790,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67800,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67810,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67820,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67830,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67840,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
67850,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
67860,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67870,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67880,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67890,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67900,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
67910,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
67920,0.0,2.0,0.0,2.0,1436.0,1524.0,1035.0,1001.0
67930,0.0,2.0,0.0,2.0,1436.0,1524.0,1035.0,1001.0
67940,0.0,2.0,0.0,2.0,1436.0,1524.0,1035.0,1001.0
67950,0.0,2.0,0.0,2.0,1436.0,1524.0,1035.0,1001.0
67960,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67970,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67980,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
67990,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68000,0.0,2.0,0.0,2.0,1436.0,1524.0,1035.0,1001.0
68010,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68020,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68030,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68040,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68050,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68060,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68070,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68080,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68090,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68100,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68110,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68120,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68130,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68140,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68150,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68160,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68170,0.0,2.0,0.0,2.0,1436.0,1524.0,1035.0,1001.0
68180,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68190,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68200,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68210,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68220,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68230,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68240,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68250,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68260,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68270,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68280,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68290,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68300,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68310,0.0,2.0,0.0,2.0,1436.0,1524.0,1035.0,1001.0
68320,0.0,2.0,0.0,2.0,1436.0,1524.0,1035.0,1001.0
68330,0.0,2.0,0.0,2.0,1436.0,1524.0,1035.0,1001.0
68340,0.0,2.0,0.0,2.0,1436.0,1524.0,1035.0,1001.0
68350,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68360,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68370,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68380,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68390,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68400,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68410,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68420,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68430,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68440,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68450,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68460,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68470,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68480,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68490,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68500,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68510,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68520,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68530,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68540,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68550,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68560,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68570,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68580,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68590,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68600,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68610,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68620,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68630,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68640,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68650,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68660,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68670,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68680,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68690,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68700,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68710,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68720,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68730,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68740,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68750,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68760,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68770,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68780,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68790,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68800,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68810,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
68820,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68830,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68840,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68850,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68860,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68870,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68880,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68890,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68900,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68910,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68920,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68930,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68940,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68950,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68960,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68970,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68980,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
68990,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
69000,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
69010,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
69020,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
69030,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
69040,2.0,2.0,0.0,0.0,1436.0,1524.0,1035.0,1001.0
69050,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
69060,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
69070,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
69080,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
69090,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
69100,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
69110,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
69120,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
69130,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
69140,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
69150,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
69160,1.0,2.0,0.0,1.0,1436.0,1524.0,1035.0,1001.0
69170,1.0,1.0,1.0,1.0,1436.0,1524.0,1035.0,1001.0
69180,1.0,1.0,1.0,1.0,1436.0,1524.0,1035.0,1001.0
69190,1.0,1.0,1.0,1.0,1436.0,1524.0,1035.0,1001.0
69200,1.0,1.0,1.0,1.0,1436.0,1524.0,1035.0,1001.0
